"Código
Concelho";"Designação
Concelho";Código;Freguesias antes da Reorganização;Alteração;"Código
Novo";Freguesias - Reorganização de 2013;
0301;AMARES;030118;Rendufe;;030118;Rendufe;
0301;AMARES;030119;Bouro (Santa Maria);;030119;Bouro (Santa Maria);
0301;AMARES;030120;Bouro (Santa Marta);;030120;Bouro (Santa Marta);
0301;AMARES;030101;Amares;Junção;030125;União das freguesias de Amares e Figueiredo;
0301;AMARES;030110;Figueiredo;Junção;030125;União das freguesias de Amares e Figueiredo;
0301;AMARES;030106;Caldelas;Junção;030126;União das freguesias de Caldelas, Sequeiros e Paranhos;
0301;AMARES;030114;Paranhos;Junção;030126;União das freguesias de Caldelas, Sequeiros e Paranhos;
0301;AMARES;030121;Sequeiros;Junção;030126;União das freguesias de Caldelas, Sequeiros e Paranhos;
0301;AMARES;030103;Besteiros;Junção;030127;União das freguesias de Ferreiros, Prozelo e Besteiros;
0301;AMARES;030109;Ferreiros;Junção;030127;União das freguesias de Ferreiros, Prozelo e Besteiros;
0301;AMARES;030117;Prozelo;Junção;030127;União das freguesias de Ferreiros, Prozelo e Besteiros;
0301;AMARES;030116;Portela;Junção;030128;União das freguesias de Torre e Portela;
0301;AMARES;030123;Torre;Junção;030128;União das freguesias de Torre e Portela;
0301;AMARES;030115;Paredes Secas;Junção;030129;União das freguesias de Vilela, Seramil e Paredes Secas;
0301;AMARES;030122;Seramil;Junção;030129;União das freguesias de Vilela, Seramil e Paredes Secas;
0301;AMARES;030124;Vilela;Junção;030129;União das freguesias de Vilela, Seramil e Paredes Secas;
0302;BARCELOS;030201;Abade de Neiva;;030201;Abade de Neiva;
0302;BARCELOS;030202;Aborim;;030202;Aborim;
0302;BARCELOS;030203;Adães;;030203;Adães;
0302;BARCELOS;030205;Airó;;030205;Airó;
0302;BARCELOS;030206;Aldreu;;030206;Aldreu;
0302;BARCELOS;030208;Alvelos;;030208;Alvelos;
0302;BARCELOS;030209;Arcozelo;;030209;Arcozelo;
0302;BARCELOS;030210;Areias;;030210;Areias;
0302;BARCELOS;030212;Balugães;;030212;Balugães;
0302;BARCELOS;030213;Barcelinhos;;030213;Barcelinhos;
0302;BARCELOS;030215;Barqueiros;;030215;Barqueiros;
0302;BARCELOS;030216;Cambeses;;030216;Cambeses;
0302;BARCELOS;030218;Carapeços;;030218;Carapeços;
0302;BARCELOS;030220;Carvalhal;;030220;Carvalhal;
0302;BARCELOS;030221;Carvalhos;Nome alt.;030221;Carvalhas;
0302;BARCELOS;030224;Cossourado;;030224;Cossourado;
0302;BARCELOS;030228;Cristelo;;030228;Cristelo;
0302;BARCELOS;030234;Fornelos;;030234;Fornelos;
0302;BARCELOS;030235;Fragoso;;030235;Fragoso;
0302;BARCELOS;030237;Gilmonde;;030237;Gilmonde;
0302;BARCELOS;030242;Lama;;030242;Lama;
0302;BARCELOS;030243;Lijó;;030243;Lijó;
0302;BARCELOS;030244;Macieira de Rates;;030244;Macieira de Rates;
0302;BARCELOS;030245;Manhente;;030245;Manhente;
0302;BARCELOS;030247;Martim;;030247;Martim;
0302;BARCELOS;030252;Moure;;030252;Moure;
0302;BARCELOS;030254;Oliveira;;030254;Oliveira;
0302;BARCELOS;030255;Palme;;030255;Palme;
0302;BARCELOS;030256;Panque;;030256;Panque;
0302;BARCELOS;030257;Paradela;;030257;Paradela;
0302;BARCELOS;030259;Pereira;;030259;Pereira;
0302;BARCELOS;030260;Perelhal;;030260;Perelhal;
0302;BARCELOS;030261;Pousa;;030261;Pousa;
0302;BARCELOS;030263;Remelhe;;030263;Remelhe;
0302;BARCELOS;030264;Roriz;;030264;Roriz;
0302;BARCELOS;030265;Rio Covo (Santa Eugénia);;030265;Rio Covo (Santa Eugénia);
0302;BARCELOS;030268;Galegos (Santa Maria);;030268;Galegos (Santa Maria);
0302;BARCELOS;030272;Galegos (São Martinho);;030272;Galegos (São Martinho);
0302;BARCELOS;030277;Tamel (São Veríssimo);;030277;Tamel (São Veríssimo);
0302;BARCELOS;030279;Silva;;030279;Silva;
0302;BARCELOS;030282;Ucha;;030282;Ucha;
0302;BARCELOS;030283;Várzea;;030283;Várzea;
0302;BARCELOS;030287;Vila Seca;;030287;Vila Seca;
0302;BARCELOS;030207;Alheira;Junção;030290;União das freguesias de Alheira e Igreja Nova;
0302;BARCELOS;030241;Igreja Nova;Junção;030290;União das freguesias de Alheira e Igreja Nova;
0302;BARCELOS;030226;Couto;Junção;030291;União das freguesias de Alvito (São Pedro e São Martinho) e Couto;
0302;BARCELOS;030271;Alvito (São Martinho);Junção;030291;União das freguesias de Alvito (São Pedro e São Martinho) e Couto;
0302;BARCELOS;030274;Alvito (São Pedro);Junção;030291;União das freguesias de Alvito (São Pedro e São Martinho) e Couto;
0302;BARCELOS;030211;Areias de Vilar;Junção;030292;União das freguesias de Areias de Vilar e Encourados;
0302;BARCELOS;030230;Encourados;Junção;030292;União das freguesias de Areias de Vilar e Encourados;
0302;BARCELOS;030214;Barcelos;Junção;030293;União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);
0302;BARCELOS;030273;Vila Frescainha (São Martinho);Junção;030293;União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);
0302;BARCELOS;030275;Vila Frescainha (São Pedro);Junção;030293;União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);
0302;BARCELOS;030285;Vila Boa;Junção;030293;União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);
0302;BARCELOS;030217;Campo;Junção;030294;União das freguesias de Campo e Tamel (São Pedro Fins);
0302;BARCELOS;030276;Tamel (São Pedro Fins);Junção;030294;União das freguesias de Campo e Tamel (São Pedro Fins);
0302;BARCELOS;030219;Carreira;Junção;030295;União das freguesias de Carreira e Fonte Coberta;
0302;BARCELOS;030233;Fonte Coberta;Junção;030295;União das freguesias de Carreira e Fonte Coberta;
0302;BARCELOS;030223;Chorente;Junção;030296;União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral;
0302;BARCELOS;030225;Courel;Junção;030296;União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral;
0302;BARCELOS;030238;Góios;Junção;030296;União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral;
0302;BARCELOS;030240;Gueral;Junção;030296;União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral;
0302;BARCELOS;030258;Pedra Furada;Junção;030296;União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral;
0302;BARCELOS;030227;Creixomil;Junção;030297;União das freguesias de Creixomil e Mariz;
0302;BARCELOS;030246;Mariz;Junção;030297;União das freguesias de Creixomil e Mariz;
0302;BARCELOS;030229;Durrães;Junção;030298;União das freguesias de Durrães e Tregosa;
0302;BARCELOS;030281;Tregosa;Junção;030298;União das freguesias de Durrães e Tregosa;
0302;BARCELOS;030236;Gamil;Junção;030299;União das freguesias de Gamil e Midões;
0302;BARCELOS;030248;Midões;Junção;030299;União das freguesias de Gamil e Midões;
0302;BARCELOS;030231;Faria;Junção;0302FA;União das freguesias de Milhazes, Vilar de Figos e Faria;
0302;BARCELOS;030249;Milhazes;Junção;0302FA;União das freguesias de Milhazes, Vilar de Figos e Faria;
0302;BARCELOS;030288;Vilar de Figos;Junção;0302FA;União das freguesias de Milhazes, Vilar de Figos e Faria;
0302;BARCELOS;030222;Chavão;Junção;0302FB;União das freguesias de Negreiros e Chavão;
0302;BARCELOS;030253;Negreiros;Junção;0302FB;União das freguesias de Negreiros e Chavão;
0302;BARCELOS;030204;Aguiar;Junção;0302FC;União das freguesias de Quintiães e Aguiar;
0302;BARCELOS;030262;Quintiães;Junção;0302FC;União das freguesias de Quintiães e Aguiar;
0302;BARCELOS;030269;Bastuço (Santo Estêvão);Junção;0302FD;União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);
0302;BARCELOS;030270;Bastuço (São João);Junção;0302FD;União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);
0302;BARCELOS;030278;Sequeade;Junção;0302FD;União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);
0302;BARCELOS;030266;Rio Covo (Santa Eulália);Junção;0302FE;União das freguesias de Silveiros e Rio Covo (Santa Eulália);
0302;BARCELOS;030280;Silveiros;Junção;0302FE;União das freguesias de Silveiros e Rio Covo (Santa Eulália);
0302;BARCELOS;030267;Tamel (Santa Leocádia);Junção;0302FF;União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;
0302;BARCELOS;030289;Vilar do Monte;Junção;0302FF;União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;
0302;BARCELOS;030239;Grimancelos;Junção;0302FG;União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;
0302;BARCELOS;030250;Minhotães;Junção;0302FG;União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;
0302;BARCELOS;030251;Monte de Fralães;Junção;0302FG;União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;
0302;BARCELOS;030284;Viatodos;Junção;0302FG;União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;
0302;BARCELOS;030232;Feitos;Junção;0302FH;União das freguesias de Vila Cova e Feitos;
0302;BARCELOS;030286;Vila Cova;Junção;0302FH;União das freguesias de Vila Cova e Feitos;
0303;BRAGA;030301;Adaúfe;;030301;Adaúfe;
0303;BRAGA;030312;Espinho;;030312;Espinho;
0303;BRAGA;030313;Esporões;;030313;Esporões;
0303;BRAGA;030315;Figueiredo;;030315;Figueiredo;
0303;BRAGA;030319;Gualtar;;030319;Gualtar;
0303;BRAGA;030322;Lamas;;030322;Lamas;
0303;BRAGA;030325;Mire de Tibães;;030325;Mire de Tibães;
0303;BRAGA;030330;Padim da Graça;;030330;Padim da Graça;
0303;BRAGA;030331;Palmeira;;030331;Palmeira;
0303;BRAGA;030334;Pedralva;;030334;Pedralva;
0303;BRAGA;030336;Priscos;;030336;Priscos;
0303;BRAGA;030338;Ruilhe;;030338;Ruilhe;
0303;BRAGA;030349;Braga (São Vicente);;030349;Braga (São Vicente);
0303;BRAGA;030351;Braga (São Vítor);;030351;Braga (São Vítor);
0303;BRAGA;030354;Sequeira;;030354;Sequeira;
0303;BRAGA;030355;Sobreposta;;030355;Sobreposta;
0303;BRAGA;030356;Tadim;;030356;Tadim;
0303;BRAGA;030357;Tebosa;;030357;Tebosa;
0303;BRAGA;030303;Arentim;Junção;030363;União das freguesias de Arentim e Cunha;
0303;BRAGA;030309;Cunha;Junção;030363;União das freguesias de Arentim e Cunha;
0303;BRAGA;030307;Braga (Cividade);Junção;030364;União das freguesias de Braga (Maximinos, Sé e Cividade);
0303;BRAGA;030324;Braga (Maximinos);Junção;030364;União das freguesias de Braga (Maximinos, Sé e Cividade);
0303;BRAGA;030352;Braga (Sé);Junção;030364;União das freguesias de Braga (Maximinos, Sé e Cividade);
0303;BRAGA;030341;Braga (São João do Souto);Junção;030365;União das freguesias de Braga (São José de São Lázaro e São João do Souto);
0303;BRAGA;030342;Braga (São José de São Lázaro);Junção;030365;União das freguesias de Braga (São José de São Lázaro e São João do Souto);
0303;BRAGA;030305;Cabreiros;Junção;030366;União das freguesias de Cabreiros e Passos (São Julião);
0303;BRAGA;030343;Passos (São Julião);Junção;030366;União das freguesias de Cabreiros e Passos (São Julião);
0303;BRAGA;030304;Aveleda;Junção;030367;União das freguesias de Celeirós, Aveleda e Vimieiro;
0303;BRAGA;030306;Celeirós;Junção;030367;União das freguesias de Celeirós, Aveleda e Vimieiro;
0303;BRAGA;030361;Vimieiro;Junção;030367;União das freguesias de Celeirós, Aveleda e Vimieiro;
0303;BRAGA;030308;Crespos;Junção;030368;União das freguesias de Crespos e Pousada;
0303;BRAGA;030335;Pousada;Junção;030368;União das freguesias de Crespos e Pousada;
0303;BRAGA;030311;Escudeiros;Junção;030369;União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);
0303;BRAGA;030340;Penso (Santo Estêvão);Junção;030369;União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);
0303;BRAGA;030350;Penso (São Vicente);Junção;030369;União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);
0303;BRAGA;030344;Este (São Mamede);Junção;030370;União das freguesias de Este (São Pedro e São Mamede);
0303;BRAGA;030346;Este (São Pedro);Junção;030370;União das freguesias de Este (São Pedro e São Mamede);
0303;BRAGA;030314;Ferreiros;Junção;030371;União das freguesias de Ferreiros e Gondizalves;
0303;BRAGA;030318;Gondizalves;Junção;030371;União das freguesias de Ferreiros e Gondizalves;
0303;BRAGA;030320;Guisande;Junção;030372;União das freguesias de Guisande e Oliveira (São Pedro);
0303;BRAGA;030348;Oliveira (São Pedro);Junção;030372;União das freguesias de Guisande e Oliveira (São Pedro);
0303;BRAGA;030302;Arcos;Junção;030373;União das freguesias de Lomar e Arcos;
0303;BRAGA;030323;Lomar;Junção;030373;União das freguesias de Lomar e Arcos;
0303;BRAGA;030332;Panoias;Junção;030374;União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;
0303;BRAGA;030333;Parada de Tibães;Junção;030374;União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;
0303;BRAGA;030345;Merelim (São Paio);Junção;030374;União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;
0303;BRAGA;030317;Frossos;Junção;030375;União das freguesias de Merelim (São Pedro) e Frossos;
0303;BRAGA;030347;Merelim (São Pedro);Junção;030375;União das freguesias de Merelim (São Pedro) e Frossos;
0303;BRAGA;030326;Morreira;Junção;030376;União das freguesias de Morreira e Trandeiras;
0303;BRAGA;030359;Trandeiras;Junção;030376;União das freguesias de Morreira e Trandeiras;
0303;BRAGA;030316;Fraião;Junção;030377;União das freguesias de Nogueira, Fraião e Lamaçães;
0303;BRAGA;030321;Lamaçães;Junção;030377;União das freguesias de Nogueira, Fraião e Lamaçães;
0303;BRAGA;030328;Nogueira;Junção;030377;União das freguesias de Nogueira, Fraião e Lamaçães;
0303;BRAGA;030329;Nogueiró;Junção;030378;União das freguesias de Nogueiró e Tenões;
0303;BRAGA;030358;Tenões;Junção;030378;União das freguesias de Nogueiró e Tenões;
0303;BRAGA;030310;Dume;Junção;030379;União das freguesias de Real, Dume e Semelhe;
0303;BRAGA;030337;Real;Junção;030379;União das freguesias de Real, Dume e Semelhe;
0303;BRAGA;030353;Semelhe;Junção;030379;União das freguesias de Real, Dume e Semelhe;
0303;BRAGA;030327;Navarra;Junção;030380;União das freguesias de Santa Lucrécia de Algeriz e Navarra;
0303;BRAGA;030339;Santa Lucrécia de Algeriz;Junção;030380;União das freguesias de Santa Lucrécia de Algeriz e Navarra;
0303;BRAGA;030360;Vilaça;Junção;030381;União das freguesias de Vilaça e Fradelos;
0303;BRAGA;030362;Fradelos;Junção;030381;União das freguesias de Vilaça e Fradelos;
0304;CABECEIRAS DE BASTO;030401;Abadim;;030401;Abadim;
0304;CABECEIRAS DE BASTO;030404;Basto;;030404;Basto;
0304;CABECEIRAS DE BASTO;030405;Bucos;;030405;Bucos;
0304;CABECEIRAS DE BASTO;030406;Cabeceiras de Basto;;030406;Cabeceiras de Basto;
0304;CABECEIRAS DE BASTO;030407;Cavez;;030407;Cavez;
0304;CABECEIRAS DE BASTO;030408;Faia;;030408;Faia;
0304;CABECEIRAS DE BASTO;030413;Pedraça;;030413;Pedraça;
0304;CABECEIRAS DE BASTO;030415;Rio Douro;;030415;Rio Douro;
0304;CABECEIRAS DE BASTO;030402;Alvite;Junção;030418;União das freguesias de Alvite e Passos;
0304;CABECEIRAS DE BASTO;030412;Passos;Junção;030418;União das freguesias de Alvite e Passos;
0304;CABECEIRAS DE BASTO;030403;Arco de Baúlhe;Junção;030419;União das freguesias de Arco de Baúlhe e Vila Nune;
0304;CABECEIRAS DE BASTO;030416;Vila Nune;Junção;030419;União das freguesias de Arco de Baúlhe e Vila Nune;
0304;CABECEIRAS DE BASTO;030409;Gondiães;Junção;030420;União das freguesias de Gondiães e Vilar de Cunhas;
0304;CABECEIRAS DE BASTO;030417;Vilar de Cunhas;Junção;030420;União das freguesias de Gondiães e Vilar de Cunhas;
0304;CABECEIRAS DE BASTO;030410;Outeiro;Junção;030421;União das freguesias de Refojos de Basto, Outeiro e Painzela;
0304;CABECEIRAS DE BASTO;030411;Painzela;Junção;030421;União das freguesias de Refojos de Basto, Outeiro e Painzela;
0304;CABECEIRAS DE BASTO;030414;Refojos de Basto;Junção;030421;União das freguesias de Refojos de Basto, Outeiro e Painzela;
0305;CELORICO DE BASTO;030501;Agilde;;030501;Agilde;
0305;CELORICO DE BASTO;030502;Arnóia;;030502;Arnóia;
0305;CELORICO DE BASTO;030503;Borba de Montanha;;030503;Borba de Montanha;
0305;CELORICO DE BASTO;030508;Codeçoso;;030508;Codeçoso;
0305;CELORICO DE BASTO;030510;Fervença;;030510;Fervença;
0305;CELORICO DE BASTO;030515;Moreira do Castelo;;030515;Moreira do Castelo;
0305;CELORICO DE BASTO;030517;Rego;;030517;Rego;
0305;CELORICO DE BASTO;030518;Ribas;;030518;Ribas;
0305;CELORICO DE BASTO;030520;Basto (São Clemente);;030520;Basto (São Clemente);
0305;CELORICO DE BASTO;030521;Vale de Bouro;;030521;Vale de Bouro;
0305;CELORICO DE BASTO;030504;Britelo;Junção;030523;União das freguesias de Britelo, Gémeos e Ourilhe;
0305;CELORICO DE BASTO;030512;Gémeos;Junção;030523;União das freguesias de Britelo, Gémeos e Ourilhe;
0305;CELORICO DE BASTO;030516;Ourilhe;Junção;030523;União das freguesias de Britelo, Gémeos e Ourilhe;
0305;CELORICO DE BASTO;030505;Caçarilhe;Junção;030524;União das freguesias de Caçarilhe e Infesta;
0305;CELORICO DE BASTO;030513;Infesta;Junção;030524;União das freguesias de Caçarilhe e Infesta;
0305;CELORICO DE BASTO;030506;Canedo de Basto;Junção;030525;União das freguesias de Canedo de Basto e Corgo;
0305;CELORICO DE BASTO;030509;Corgo;Junção;030525;União das freguesias de Canedo de Basto e Corgo;
0305;CELORICO DE BASTO;030507;Carvalho;Junção;030526;União das freguesias de Carvalho e Basto (Santa Tecla);
0305;CELORICO DE BASTO;030519;Basto (Santa Tecla);Junção;030526;União das freguesias de Carvalho e Basto (Santa Tecla);
0305;CELORICO DE BASTO;030511;Gagos;Junção;030527;União das freguesias de Veade, Gagos e Molares;
0305;CELORICO DE BASTO;030514;Molares;Junção;030527;União das freguesias de Veade, Gagos e Molares;
0305;CELORICO DE BASTO;030522;Veade;Junção;030527;União das freguesias de Veade, Gagos e Molares;
0306;ESPOSENDE;030601;Antas;;030601;Antas;
0306;ESPOSENDE;030608;Forjães;;030608;Forjães;
0306;ESPOSENDE;030610;Gemeses;;030610;Gemeses;
0306;ESPOSENDE;030615;Vila Chã;;030615;Vila Chã;
0306;ESPOSENDE;030602;Apúlia;Junção;030616;União das freguesias de Apúlia e Fão;
0306;ESPOSENDE;030606;Fão;Junção;030616;União das freguesias de Apúlia e Fão;
0306;ESPOSENDE;030603;Belinho;Junção;030617;União das freguesias de Belinho e Mar;
0306;ESPOSENDE;030611;Mar;Junção;030617;União das freguesias de Belinho e Mar;
0306;ESPOSENDE;030605;Esposende;Junção;030618;União das freguesias de Esposende, Marinhas e Gandra;
0306;ESPOSENDE;030609;Gandra;Junção;030618;União das freguesias de Esposende, Marinhas e Gandra;
0306;ESPOSENDE;030612;Marinhas;Junção;030618;União das freguesias de Esposende, Marinhas e Gandra;
0306;ESPOSENDE;030607;Fonte Boa;Junção;030619;União das freguesias de Fonte Boa e Rio Tinto;
0306;ESPOSENDE;030614;Rio Tinto;Junção;030619;União das freguesias de Fonte Boa e Rio Tinto;
0306;ESPOSENDE;030604;Curvos;Junção;030620;União das freguesias de Palmeira de Faro e Curvos;
0306;ESPOSENDE;030613;Palmeira de Faro;Junção;030620;União das freguesias de Palmeira de Faro e Curvos;
0307;FAFE;030705;Armil;;030705;Armil;
0307;FAFE;030708;Estorãos;;030708;Estorãos;
0307;FAFE;030709;Fafe;;030709;Fafe;
0307;FAFE;030712;Fornelos;;030712;Fornelos;
0307;FAFE;030714;Golães;;030714;Golães;
0307;FAFE;030716;Medelo;;030716;Medelo;
0307;FAFE;030719;Passos;;030719;Passos;
0307;FAFE;030722;Quinchães;;030722;Quinchães;
0307;FAFE;030723;Regadas;;030723;Regadas;
0307;FAFE;030724;Revelhe;;030724;Revelhe;
0307;FAFE;030725;Ribeiros;;030725;Ribeiros;
0307;FAFE;030726;Arões (Santa Cristina);;030726;Arões (Santa Cristina);
0307;FAFE;030728;São Gens;;030728;São Gens;
0307;FAFE;030729;Silvares (São Martinho);;030729;Silvares (São Martinho);
